StoneAge 2.5-family DiscMaster client-signature carrier probe — R1
SCOPE|public-file-index|verified-bridge-filenames|metadata-only|no-indexed-file-payload
BOUNDARY|bridge signatures can locate related client trees but cannot by themselves date or authenticate a carrier as 2002/clean
QUERY|label=adrn15|name=adrn_15.bin|kind=distinctive|status=200|bytes=2|sha256=4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945|exact_rows=0|final=https://discmaster.textfiles.com/search?q=%22adrn_15.bin%22&qfields=name&mode=deep&dedup=dedup&limit=100&outputAs=json&showItemName=showItemName&tsMin=2000&tsMax=2006
HIT|label=startup-exe|kind=supporting|itemid=44262|itemName=Windows XP Official Magazine 2004 May (DVD) (CD-ROM)|path=Microsoft.Windows.XP.The.Official.Magazine.Software.And.Games.Issue.31.May.2004.Future.Publishing.DVD/Microsoft.Windows.XP.The.Official.Magazine.Software.And.Games.Issue.31.May.2004.Future.Publishing.DVD/Disc01/Disc01.iso/software/extra_toolkit/AK Startup Control Panel 3.1/StartupControlPanel_setup.exe/{app}/Startup.exe|size=256512|ts=2003-03-27|b3sum=4479b5e52a88963f08195f5a0097b73cbc03db2da9cefe73dc491be54071318a
HIT|label=startup-exe|kind=supporting|itemid=16318|itemName=Registration Key & Serials Pro (Professional Edition) (CD-ROM)|path=Registration Key and Serials Pro Professional Edition.iso/s/Stup_v1.037.rar_fixed_exe.zip/Startup.exe|size=601088|ts=2000-12-03|b3sum=29ef35888577045a9cb4b582e5060d9c0db7fc04e6d148db69d77356f67c1b93
HIT|label=startup-exe|kind=supporting|itemid=32178|itemName=Internet Pratique 17 (CD-ROM)|path=internet_pratique_17.iso/pc/Windows/Antivirus-Firewall/Norton-Internet-Security/NISFE30_9x_TW_FR.exe/SUPPORT/EDISK/DISK1.IMG/startup.exe/startup.exe|size=206720|ts=2001-02-15|b3sum=17496b258a7289c65de9718fac56590539bc5088763091b07661e2de438fac8d
HIT|label=startup-exe|kind=supporting|itemid=42003|itemName=хакер (hacker) 2003 December (CD-ROM)|path=xakep-2003-12-CD2.iso/files/magazine/sharowarez/Absolute StartUp 3.0/Absolutestartupsetup.exe/{app}/StartUp.exe|size=780800|ts=2003-10-17|b3sum=9cca3e236a3b920158cd1f66f3b67da96e979865e61a6c16619e6054a644b16d
HIT|label=startup-exe|kind=supporting|itemid=36564|itemName=Level 2011 June (DVD) (CD-ROM)|path=Level_2011-06_205_DVDA_Venetica_World-of-Goo.iso/Venetica/StartUp.exe/StartUp.exe|size=517341|ts=2000-01-01|b3sum=29e8567fa31033789616e8e3e71bd7fc1315460fdd9dc2451edd98609d0f3f55
HIT|label=startup-exe|kind=supporting|itemid=12726|itemName=ftp.support.lotus.com (FTP)|path=2008-12-23_ftp.support.lotus.com.zip/devices/os2/dtoc/eval/d4eos2en.exe/STARTUP.EX_/STARTUP.EXE|size=25491|ts=2000-07-17|b3sum=317d404612494f95a7ba6365566ca3099ec35f538e8c247d74070a050a9781dc
HIT|label=startup-exe|kind=supporting|itemid=39264|itemName=XP Games Megapack (CD-ROM)|path=EC4477.ISO/Progs/13591/13591.ZIP/13591.exe/Startup.exe|size=381354|ts=2002-01-31|b3sum=1141d275bbe12503c3c9f9b5cb44895f5cd6d13776e663dc20bc74a240b6c9b2
HIT|label=startup-exe|kind=supporting|itemid=16010|itemName=Printlife PhotoBook Publisher (CD-ROM)|path=Printlife PhotoBook Publisher.iso/Startup.exe|size=2401332|ts=2000-10-20|b3sum=92a8e7bb071784d1be1bd2c401af1b11ffaa83bd353f73c1f08882ccc50586b7
HIT|label=startup-exe|kind=supporting|itemid=19287|itemName=ftp.winsite.com/win95/sysutil (FTP)|path=ftp.winsite.com-win95-sysutil.tar/ftp.winsite.com/pub/pc/win95/sysutil/startman.exe/setup.exe/{app}/startup.exe|size=1150976|ts=2002-11-14|b3sum=413d3f879696ebb98f1343f06ea949d2828dabf66380d12ce177bc2c7481ec9f
HIT|label=startup-exe|kind=supporting|itemid=22351|itemName=DOS/V Power Report 2003 April (CD-ROM)|path=VPR0304.ISO/APUPDATE/BHA/RAKUDABACKUP102B/RakudaBackup102b.exe/Disk1/data1.cab/___s_t_@_C__/Bootimg.bin/startup.exe|size=53821|ts=2002-02-13|b3sum=29ec2b4598a64815880be5d2a3715cbe5157cce6ca8a2919229d5959f45b3d55
HIT|label=startup-exe|kind=supporting|itemid=37553|itemName=PC User 2001 January (CD-ROM)|path=Australian_PC_User_2001-01_cd1.iso/educat/ei120403.exe/{app}/reminder/StartUp.exe|size=1620|ts=2000-09-27|b3sum=524673a3daef3ecafa5e0ca49b405f041c9fa1de4387e287212a140fa9d5b2ce
HIT|label=startup-exe|kind=supporting|itemid=28680|itemName=We've Got Big Fun (CD-ROM)|path=295W.BIN/setup/ccd/startup.exe|size=229840|ts=2000-01-01|b3sum=1b05cac42836c838f39410472dd883eb4033b06b76c83195c0ed0c2c514bbea1
HIT|label=startup-exe|kind=supporting|itemid=12726|itemName=ftp.support.lotus.com (FTP)|path=2008-12-23_ftp.support.lotus.com.zip/devices/os2/dtoc/eval5e/DtocV5ew.exe/Disk1/data1.cab/Program_Executable_Files/startup.exe|size=36864|ts=2001-11-14|b3sum=080dda8f771c51c49f280f21cc23c2742500cd77bd0b16b759410493b118110c
HIT|label=startup-exe|kind=supporting|itemid=28647|itemName=VIPER Paradice (CD-ROM)|path=VIPER.ISO/pc/STARTUP.EXE|size=114688|ts=2001-08-02|b3sum=55d0817cc65ebd822bdf4435c76e3cd1fa2fd80b4c6e627939816de32b02ffa9
HIT|label=startup-exe|kind=supporting|itemid=36497|itemName=Level 2006 October (DVD) (CD-ROM)|path=Level_2006-10_144_DVDA_FEAR-Combat.iso/Updates/Paradise/paradise_update_1-1-3_eng.exe/{app}/Startup.exe|size=804791|ts=2006-05-16|b3sum=088e3b1f6783b461cbf891998c72c9f2c9d562fa07daa67d0d3a00853f7b6698
HIT|label=startup-exe|kind=supporting|itemid=41777|itemName=Twilight 64 (CD-ROM)|path=TWILIGHT64B.ISO/Apps/020/SUPPORT/EDISK/DISK1.IMG/startup.exe/startup.exe|size=207270|ts=2001-07-27|b3sum=5ffa38a0db8dbf1cf9597a43fa2238c9c6930be181ee4d68db53b963f3dc37f0
HIT|label=startup-exe|kind=supporting|itemid=11520|itemName=Igromania 2000 August (CD-ROM)|path=Igromania_08.iso/bunker/ICEWIND DALE.exe/ICEWIND DALE/SHUTDOWN/startup.exe|size=65692|ts=2000-08-09|b3sum=99a962297aa731a12295f1c5a1526145d94118ef91fab7233a5639296f899523
HIT|label=startup-exe|kind=supporting|itemid=19276|itemName=ftp.winsite.com/win95/misc (FTP)|path=ftp.winsite.com-win95-misc.tar/ftp.winsite.com/pub/pc/win95/misc/AtStart.exe/startup.exe|size=20480|ts=2002-09-10|b3sum=82eb68d7fda174664ea8a0064fc74d1b4f3cbf6f6864b89cfec82d11388af234
HIT|label=startup-exe|kind=supporting|itemid=21651|itemName=PC Expert 29 (CD-ROM)|path=Pce29cd.iso/Utilitarios/Essenciais/Norton Antivirus/nav9xmebr.exe/SUPPORT/EDISK/DISK1.IMG/startup.exe/startup.exe|size=206880|ts=2000-09-12|b3sum=a37246752c1fc7943b5dbd7543eb8be9cadbdf857fb97c756b8e3e531911b7bd
HIT|label=startup-exe|kind=supporting|itemid=23114|itemName=Chip 2004 June (CD-ROM)|path=chip-cd_2004_06.zip/06/Narzedzia systemowe/MindSoft Utilities XP 8 Beta 2/MUT8EN.exe/MindSoft Utilities XP 8 Beta 2.msi/Data1.cab/startup.exe|size=49152|ts=2004-03-07|b3sum=d6e9252cb60cff0d0ff4889afebd131d44d33bba75183178f1671d29a7420650
HIT|label=startup-exe|kind=supporting|itemid=32994|itemName=PC Welt 2004 April (CD-ROM)|path=PCWELT_04_2004.ISO/werbung/T-Online/T-Online/Software/Virenschutz/Support/Edisk/Disk1.img/startup.exe|size=116329|ts=2002-08-22|b3sum=19a8aa5e7a51490626e0971fb85cb2bf679e1b13537c55a4a1c4153e6ed6aea1
HIT|label=startup-exe|kind=supporting|itemid=45519|itemName=Компьютер Пресс 2002 March (CD-ROM)|path=CP044 2002.03.iso/SOFT/soft/screenhider/screenhider_v2_7.exe/{app}/StartUp.exe|size=32768|ts=2002-02-12|b3sum=27d012af374c0c930b93c5c434415a458790b05698b44839399f7480e588000e
HIT|label=startup-exe|kind=supporting|itemid=42146|itemName=PC Format 167 (CD-ROM)|path=PCF167DVD1_11_04/PCF167DVD1_11_04.ISO/SoftwareFocus/TrojanShield 2.20/ST2.exe/data1.cab/TrojanShield_Startup_Manager/Startup.exe|size=118784|ts=2004-08-04|b3sum=584b566c97fb2cfd6f6896bc29f0947a88cbe1fdabf51f6e47a058cc214988c3
HIT|label=startup-exe|kind=supporting|itemid=42167|itemName=PC Format 190 (CD-ROM)|path=PCF190DVD1_08_06/PCF190DVD1_08_06.ISO/DiscContents/Workshops/Workshops_General/Quick Startup/startup.exe|size=966446|ts=2006-06-01|b3sum=5cf047c9800a6bcd95a061d5d82760c5ce28afd1c2ccb3facc0feb9ccf2b6e7f
HIT|label=startup-exe|kind=supporting|itemid=46559|itemName=item #46559|path=Bobs Disk - gg0dackhf.img/NRU10GA/Startup.exe|size=36717057|ts=2003-06-05|b3sum=3f1fb1bd0fa266a0488fccfcd0c238dea615b23579f605327d8a813cd16015c9
HIT|label=startup-exe|kind=supporting|itemid=30333|itemName=Revista do CD-ROM 125 (CD-ROM)|path=revista_do_cdrom_125.iso/jogos/demo/hyperspaceinvader.exe/#setuppath#/StartUp.exe|size=1404928|ts=2005-10-27|b3sum=707e9c4f51167eb957006a20f22da5d9076dcb38204753ed1b277cf093a8dd81
HIT|label=startup-exe|kind=supporting|itemid=41328|itemName=Score 2007 January (CD-ROM)|path=Score_2007-01_155_DVD1-1.iso/startup.exe|size=24576|ts=2001-09-07|b3sum=5c176574c2998956a16b2a3e432238377c699d2d5a230c5616bee4863696b6ce
QUERY|label=stoneage-exe|name=StoneAge.exe|kind=supporting|status=200|bytes=16209|sha256=143bbdaf8bfbc81fa2419601dd182284ad9b71873c70b94d819084a2ee5bfe71|exact_rows=1|final=https://discmaster.textfiles.com/search?q=%22StoneAge.exe%22&qfields=name&mode=deep&dedup=dedup&limit=100&outputAs=json&showItemName=showItemName&tsMin=2000&tsMax=2006
HIT|label=stoneage-exe|kind=supporting|itemid=44499|itemName=Herni Vyber 28 (CD-ROM)|path=Herni-Vyber-28.bin/hry/StoneAge.exe|size=579515|ts=2004-10-18|b3sum=801f1c5772904084d3e75f905808e151831814049ebadd84c37b1a7bb081748e
QUERY|label=unwise-exe|name=UNWISE.EXE|kind=supporting|status=200|bytes=1302039|sha256=88d184bf9e73592a08f0315536fec6fb0b957e8d42a6d8ed2da3dab4405a8e49|exact_rows=93|final=https://discmaster.textfiles.com/search?q=%22UNWISE.EXE%22&qfields=name&mode=deep&dedup=dedup&limit=100&outputAs=json&showItemName=showItemName&tsMin=2000&tsMax=2006
HIT|label=unwise-exe|kind=supporting|itemid=10489|itemName=Champak 93 (CD-ROM)|path=(Vol 93) My Disc.iso/Essentials/Shockwave_Installer_Slim.exe/UNYT.EXE/%TEMP%/Unwise.exe|size=165376|ts=2005-07-19|b3sum=0fa927081fff776134ef00714eeeba92298b3ada0581c905e3670c13a924be52
HIT|label=unwise-exe|kind=supporting|itemid=12601|itemName=Galaxy of Games (Gold) (CD-ROM)|path=goggold.iso/SETUPS/NewCastleSlotsValue.EXE/%MAINDIR%/UNWISE.EXE|size=149504|ts=2001-02-15|b3sum=0330cf79e6590442b93415c4d7d380abe05cdffff464bcf412103985fbb0567d
HIT|label=unwise-exe|kind=supporting|itemid=15626|itemName=PC & Mediji 2002 February (CD-ROM)|path=PCM_0202.iso/media/demo/p2wsetup.EXE/%MAINDIR%/Unwise.exe|size=82864|ts=2001-11-12|b3sum=5665ede6c9eabdeb0d662f7af7fac4e0960499a3dc2918feee350d3fe952d3ea
HIT|label=unwise-exe|kind=supporting|itemid=14717|itemName=Mopera (CD-ROM)|path=Mopera.iso/movie/pass/DoPaMAX/mpr121_2881p.EXE/%MAINDIR%/Unwise.exe|size=109568|ts=2000-07-13|b3sum=a4aa90f96090f2a0ecc3258575e7a965f00958651e18b0e3803954ad3c5195b3
HIT|label=unwise-exe|kind=supporting|itemid=15605|itemName=PC & Mediji 2000 March (CD-ROM)|path=PCM_0003.iso/programi/getrt412.EXE/%MAINDIR%/unwise.exe|size=109056|ts=2000-01-10|b3sum=10a76dfce2625cdcef90849b8d4e144a0d6ae2cb39d74da380212e51149b2b4a
HIT|label=unwise-exe|kind=supporting|itemid=15965|itemName=Practical Internet 2003 April (CD-ROM)|path=PI79.bin/pc/Software/Workshops/acleaninglab.exe/%MAINDIR%/unwise.exe|size=128000|ts=2003-03-12|b3sum=3dcdf940f4f5558c844024a63ab88970faddfa0f31a09aacbdc5f037680603ef
HIT|label=unwise-exe|kind=supporting|itemid=17848|itemName=Mega Game 2000 #5 (CD-ROM)|path=Mega Game № 05 2000.iso/Data/Demo/tdlmdemo.exe/%MAINDIR%/Unwise.exe|size=148992|ts=2000-03-21|b3sum=77e59378295c0acab98eb118af4a6ae4cbbfa3f58f55f7b3337bc5749371b7de
HIT|label=unwise-exe|kind=supporting|itemid=16489|itemName=SBC Yahoo! Dial - Start Your NeW Internet Experience (CD-ROM)|path=SBC Yahoo! Dial - Start.iso/pc/Install/sbcyess.EXE/%COMMON%/UNWISE.EXE|size=164864|ts=2002-04-24|b3sum=aba4042d6bfa6a3db32a4fe4ac66e30a6be5657ca774d7e4c324736556c9a6ee
HIT|label=unwise-exe|kind=supporting|itemid=19268|itemName=ftp.winsite.com/win95/drivers (FTP)|path=ftp.winsite.com-win95-drivers.tar/ftp.winsite.com/pub/pc/win95/drivers/printer/eNavigator.exe/%MAINDIR%/Unwise.exe|size=103024|ts=2003-05-09|b3sum=46cc8312761feefef7c9c36bdbdbae887dfc864214545c232b147591d3b90a74
HIT|label=unwise-exe|kind=supporting|itemid=19284|itemName=ftp.winsite.com/win95/programr (FTP)|path=ftp.winsite.com-win95-programr.tar/ftp.winsite.com/pub/pc/win95/programr/jnf10trl.zip/SETUP.EXE/%MAINDIR%/Unwise.exe|size=127184|ts=2002-08-27|b3sum=efc24422f87b5cde5e5dce5e6af8858ec3c28494ef153bf50c6d20410a3ba763
HIT|label=unwise-exe|kind=supporting|itemid=20776|itemName=PCGUIA 125 (Alt) (CD-ROM)|path=PC Guia 125 v2.iso/Software/Utils/Advanced Excel Repair 1.2/aer.exe/%MAINDIR%/Unwise.exe|size=162304|ts=2004-03-31|b3sum=043038921860c2a0c3bd98e8d89c08026d5bc4cc35a249a18305f55f1ffd07f2
HIT|label=unwise-exe|kind=supporting|itemid=22448|itemName=The Games Machine 84 (CD-ROM)|path=XENIATGM84.iso/Shareware/4mp3/4mp3_24.exe/%MAINDIR%/unwise.exe|size=129024|ts=2000-03-03|b3sum=21f0c62412dfc7db333487476122a817b962f79963556d5330c290b1f299254c
HIT|label=unwise-exe|kind=supporting|itemid=23769|itemName=PC World 2004 May (CD-ROM)|path=PCWorld_2004-05_cd.bin/software/vyzkuste/10tipu/10tipu.exe/aaw6.exe/%MAINDIR%/Unwise.exe|size=69120|ts=2004-03-20|b3sum=21a35a6b2a53ed54f7ca98690d6e9f1e7e8269737bb164fa1db1eaf80fa4db89
HIT|label=unwise-exe|kind=supporting|itemid=27327|itemName=com!online 2004 April (CD-ROM)|path=com_0404_cd1.iso/pc-praxis/filme/Filme_CD_DVD_3_e-version.EXE/%MAINDIR%/unwise.exe|size=28672|ts=2004-01-27|b3sum=2514d765443fa8d4795a4ce5a51446591a3e71e30571ab580d865073b172c41a
HIT|label=unwise-exe|kind=supporting|itemid=28064|itemName=InterCD 2000 May (CD-ROM)|path=may_2000.iso/Site Building/AnetHelpTool/ahte5xx.exe/%MAINDIR%/Unwise.exe|size=81296|ts=2000-04-23|b3sum=b64083876901b44517bb3a2de43cc461a65b8d0fadc46bc7356b3627969c0b7a
HIT|label=unwise-exe|kind=supporting|itemid=29954|itemName=Piper's Pit BBS/FTP: ibm 3380 - 3389 (other)|path=ibm3380-3389/ibm3388.tar/ibm3388/CC-NO146.ZIP/Nelson10_046.rar/Nelson10_046.exe/%MAINDIR%/Unwise.exe|size=270848|ts=2000-02-06|b3sum=d60133792d809d192a0b7d0ae3b64f1a4dafb36283ba7b0181042937a44bcc2e
HIT|label=unwise-exe|kind=supporting|itemid=30394|itemName=Revista do CD-ROM 88 (CD-ROM)|path=CD-ROM 88.iso/aplic/atlantis/asetup.exe/%MAINDIR%/Unwise.exe/Unwise.exe|size=148992|ts=2002-09-20|b3sum=89eb7250ed65c719eb0ee261dd84d8dce51f535c581f4bfb626483b6cb38ee19
HIT|label=unwise-exe|kind=supporting|itemid=30977|itemName=CD-ROM Data 2003 June (CD-ROM)|path=CD Rom Data Haziran 2003.iso/Games/Super Nisqually Install.EXE/%MAINDIR%/Unwise.exe|size=127472|ts=2003-03-01|b3sum=a129a4e47fb05eca140c028712131abced2f660eea00598079468a2f2a49cab8
HIT|label=unwise-exe|kind=supporting|itemid=31202|itemName=Chip 2003 July (CD-ROM)|path=CHIP0703.ISO/downloads/343222/Filme_D.EXE/%MAINDIR%/unwise.exe|size=28672|ts=2003-05-08|b3sum=a212fb3377e374bfa5267b142a4efdeae2a0c05ce75d7cd57f46dd7d2b0270b3
HIT|label=unwise-exe|kind=supporting|itemid=31210|itemName=Chip 2003 - PCs Network (CD-ROM)|path=CHIP.BIN/share/netzweto/lanflown/lanflown.exe/UNWISE.EXE|size=34336|ts=2000-05-06|b3sum=f92a1b340fb4c8471098ba0ee7dcfc219e48727ae85ae4030c6a78b9b406ce07
HIT|label=unwise-exe|kind=supporting|itemid=32983|itemName=PC Welt 2003 June (CD-ROM)|path=PCWELT_6_2003.ISO/pcwsoft/zaSetup_37_098.exe/ZAUNINST_44.EXE/%SMAINDIR%/unwise.exe|size=162304|ts=2003-02-14|b3sum=d4a87cee279744d043c10026f08ec5a98d627b619000e1b9aefc12d0197488c1
HIT|label=unwise-exe|kind=supporting|itemid=33724|itemName=PC Open 107 (CD-ROM)|path=PC Open 107 CD 1.bin/CD1/UTILITY/NMEATime/NMEATimeInstall.exe/%MAINDIR%/VGPS/NMEATime/Unwise.exe|size=128608|ts=2005-04-20|b3sum=cf605cf1731ac73cd763b7b1e6f4c586fbf6c539d198434cc19046fe8c9b73c0
HIT|label=unwise-exe|kind=supporting|itemid=34033|itemName=PC'driver' 22 (CD-ROM)|path=PCD 22 - CD3.iso/Trust/SpaceC@m 200/Win 98, Me, 2000/12237_03.exe/Setup.EXE/%WIN%/twain_32/ovt/usb/Unwise.exe|size=148480|ts=2001-04-13|b3sum=aa555938c8852db87ce20ddb8655a5a7451f243701f82a30b37eb6597ac3b333
HIT|label=unwise-exe|kind=supporting|itemid=36922|itemName=Maximum CD 2002 November (CD-ROM)|path=maximum-cd-2002-11.iso/Software/Utilities/BuzMe2_CNET05172002.exe/%MAINDIR%/UNWISE.EXE|size=181760|ts=2002-08-07|b3sum=61674aad841aaa210f4163cb3971f90bcdee93c166a6fca78211004fef24fbb9
HIT|label=unwise-exe|kind=supporting|itemid=37837|itemName=PC Master 2000 May (CD-ROM)|path=PC Master Τεύχος 121 - 1 Μαίου 2000/PC Master Τεύχος 121 - 1 Μαίου 2000 - CD 2.bin/Updates/Internet/icq99b.exe/%WIN%/UNWISE.EXE|size=126704|ts=2000-03-28|b3sum=0502aba94cb13c53e6f14c920d5c9255b2418aeed9553096bb902eec3c03da5b
HIT|label=unwise-exe|kind=supporting|itemid=41222|itemName=Paradox Archive 1 (CD-ROM)|path=PARADOX Archive Disc 1.iso/AlgoMusic_M42_Nebula_VSTi_v1.0-PARADOX/setup.exe/%MAINDIR%/UNWISE.EXE|size=153088|ts=2004-06-16|b3sum=c5aab2bd3bf5e3df2bae8ab9b9199ed9531241479e04fb83ddadf477869914be
HIT|label=unwise-exe|kind=supporting|itemid=42702|itemName=Internet Professionell 2004 October (CD-ROM)|path=Ipro_1004.iso/files/vollvers/magix/mmanager04_e-version.exe/%MAINDIR%/unwise.exe|size=139264|ts=2004-08-01|b3sum=3904d66494008bd310452807867362f27d3a77358462b03a0f8514db2ae64dd8
HIT|label=unwise-exe|kind=supporting|itemid=42876|itemName=Shareware Light Spezial 17 (CD-ROM)|path=Shareware Light Spezial 17 (DE) (2000) (Publish Verlag GmbH)/Shareware_Light_Spezial_17.iso/share/online/SENSECON/sc.exe/%MAINDIR%/Unwise.exe|size=122832|ts=2000-11-04|b3sum=240b715f699850e98acb3b7b701309cee91bd35fa416b118555bba2676119ac4
HIT|label=unwise-exe|kind=supporting|itemid=45257|itemName=PC User 2004 February (CD-ROM)|path=Australian PC User - February 2004 (CD2).iso/software/utils/files/cv4.zip/setup.exe/MAINDIR/Unwise.exe|size=28672|ts=2003-11-21|b3sum=22d21870e2add6edbe01631df7bff7380293e61de1b15507d79f42e4a59acfaa
HIT|label=unwise-exe|kind=supporting|itemid=12086|itemName=Freelog 38 (CD-ROM)|path=Freelog038.iso/Bas/Systeme/PowerPro/ppro33.dat/unwise.exe|size=37888|ts=2002-03-06|b3sum=5f08ff4dae792aaac33708a1a2e4ad9e4bcca930e0592580d86048a7a2b451bc
HIT|label=unwise-exe|kind=supporting|itemid=13266|itemName=Hacker CD 8 (CD-ROM)|path=HACKERCD_8.ISO/HackerCD_8/data/Mp3/Wavmp3/Wavmp3.exe/%MAINDIR%/IEHost313.exe/$_14326_/unwise.exe|size=20480|ts=2003-12-17|b3sum=e33371d622288f7f0fe5e30e0a7debcd6705d836cd7ae585d189505188711283
HIT|label=unwise-exe|kind=supporting|itemid=16037|itemName=PC Basics 23 (CD-ROM)|path=viagrafix2f.iso/software/extras/atlantis.exe/%MAINDIR%/Unwise.exe|size=56832|ts=2000-08-08|b3sum=f21828053a1501987aae6124f9eca21c6f462aba49c695e1b4e31aac617517b7
HIT|label=unwise-exe|kind=supporting|itemid=19284|itemName=ftp.winsite.com/win95/programr (FTP)|path=ftp.winsite.com-win95-programr.tar/ftp.winsite.com/pub/pc/win95/programr/vbasic/vbio13.zip/Setup.EXE/%MAINDIR%/Unwise.exe|size=104368|ts=2000-12-03|b3sum=69c4889a2a7817156d3126ab154f70e75ef1edfbe7f63d2527e2a81d029dc12e
HIT|label=unwise-exe|kind=supporting|itemid=21650|itemName=PC Expert 27 (CD-ROM)|path=Pce27cd1.iso/Utilitarios/Rede/ICQ Groupware/icqgwclient.exe/%WIN%/UNWISE.EXE|size=245616|ts=2001-07-04|b3sum=b603ab33732e77dd37e41cd455ec157367679c8727f25aa5b72b6b8bc8df55b4
HIT|label=unwise-exe|kind=supporting|itemid=22072|itemName=Secret Service 91 (CD-ROM)|path=SSCD_91_2001.BIN/Games/Micro_Flight/Micro_Flight.exe/unwise.exe|size=176128|ts=2001-04-20|b3sum=e21d83065a9ee36b87485aaef6fa0a88adfd3f7182913137fefef56363413cbc
HIT|label=unwise-exe|kind=supporting|itemid=22697|itemName=Joystick Magazine 2001 October (CD-ROM)|path=JOYCD130_2.iso/data/sharewares/utilitaires/subviewer3.exe/%MAINDIR%/Unwise.exe|size=139264|ts=2001-09-06|b3sum=9192c46682e60a2c814b6429afc391145c8e41bdfef3895905edee26e97e8015
HIT|label=unwise-exe|kind=supporting|itemid=30594|itemName=io Programmo 51 (CD-ROM)|path=IOPROG_51.ISO/soft/ahte5xx.exe/%MAINDIR%/Unwise.exe|size=123312|ts=2001-09-01|b3sum=830a10e26b2177025646e15752c1677a9d5896d08db85d2a628630b1d9f1a9ce
HIT|label=unwise-exe|kind=supporting|itemid=30396|itemName=Revista do CD-ROM 95 (CD-ROM)|path=CD-ROM 95.iso/compl/vsail/vs_demo.exe/unwise.exe|size=180224|ts=2002-09-04|b3sum=4b2b29138bf185a37f7bad627d097386da38a6fa9f4ee47505f0fc8ca523c388
HIT|label=unwise-exe|kind=supporting|itemid=35016|itemName=CD/PC Actual 91 (CD-ROM)|path=2004-10 CD ACTUAL #91 (PC Actual Noviembre 2004).iso/Demos/McAfeeFirewall5.0/mpfPlusSetup.exe/UNWISE.EXE|size=165376|ts=2003-09-05|b3sum=36b8d655d5eb9e4c2890f19d8c420c97b4374e313606175595075974433d0d19
HIT|label=unwise-exe|kind=supporting|itemid=38860|itemName=cd-rom express 7 (CD-ROM)|path=CDROM_EXPRESS_7.BIN/Educatief/M&mo/MM_OhChute.exe/Unwise.exe|size=57344|ts=2000-10-11|b3sum=4165bd5eb6f0df893d805ad682d846726810b21d0fbdb2f1aeecbfb91ed0f97d
HIT|label=unwise-exe|kind=supporting|itemid=39967|itemName=PC Action 2001 March (CD-ROM)|path=0102051323.ISO/Demos/MicroFlight/mfdemo.exe/unwise.exe|size=176128|ts=2001-01-03|b3sum=de5288066f0d93c5dfd60fc86c204589ce1134b5f1002d14e7f919664beac067
HIT|label=unwise-exe|kind=supporting|itemid=41755|itemName=Twilight 92 (CD-ROM)|path=Twilight92C.iso/apps/0056/setup.exe/Unwise.exe|size=117232|ts=2004-08-12|b3sum=e6e715fad1c285db23b807fde5c18fd1d4fa7167ee433e99f86298662174ae72
HIT|label=unwise-exe|kind=supporting|itemid=44300|itemName=Windows XP Official Magazine 2006 July (DVD) (CD-ROM)|path=WXP_60_B.ISO/DiscContents/The Definitive Essentials Kit/Optimisation/Simple File Shredder/sfs_setup.exe/sfs_setup.exe/unwise.exe|size=45876|ts=2006-04-20|b3sum=4fac82f931ce3d2a3195f37990b5ca130339bddba2007454cc21c371307ba6b4
HIT|label=unwise-exe|kind=supporting|itemid=44858|itemName=Doupe 2005 December (CD-ROM)|path=Doupe_2005-12_dvd.iso/demoverze/earth2160_demo_eng_rc3c-1.exe/MAINDIR/fprc3c.exe/%UNINSTALL_PATH%/Unwise.exe|size=181760|ts=2005-10-30|b3sum=5043d8c2ab9fe5fe5ebb2cb856769c4eb980afeb6ae7faac96313f99e1e0cf31
HIT|label=unwise-exe|kind=supporting|itemid=45050|itemName=Bravo Screenfun 2003 November (CD-ROM)|path=2003-11.BIN/Audio/MusicMaker/Demo.exe/MAINDIR/unwise.exe|size=36864|ts=2003-09-25|b3sum=0553d0388a442f4afcfa9c0fe8492525f6f91c511e80814e627670e0cf6a6f41
HIT|label=unwise-exe|kind=supporting|itemid=23418|itemName=Chip 2002 December (CD-ROM)|path=Chip_2002-12_cd1.bin/tema/atlantis/atlant11om_en.exe/%MAINDIR%/Unwise.exe/Unwise.exe|size=129024|ts=2002-11-06|b3sum=b3b830ff01ffbf50dde70c1c3243c964102b94b1a2447059b4d9cd678d085b29
HIT|label=unwise-exe|kind=supporting|itemid=23140|itemName=Chip 2001 October (CD-ROM)|path=chip-cd_2001_10.zip/10/Mp3/Odtwarzarze/unreal/unrealplayermax_3.10.8a.exe/%MAINDIR%/UNWISE.EXE|size=148992|ts=2001-09-03|b3sum=e6bceda03762007e78ea03e44205d5af67b0358109900ae5a47b33b21a47316b
HIT|label=unwise-exe|kind=supporting|itemid=37567|itemName=PC User 2002 June (CD-ROM)|path=Australian_PC_User_2002-06_12_cd1.iso/resource/megasoft/bus/files/FreePay.EXE/%WIN%/UNWISE.EXE|size=34864|ts=2002-04-17|b3sum=4dceb54117437f1352f8029fcfacd0b2bd017d15ffe40434293594bdfb1a6b61
HIT|label=unwise-exe|kind=supporting|itemid=15622|itemName=PC & Mediji 2001 October (CD-ROM)|path=PCM_0110.iso/media/igre/vs_demo.exe/unwise.exe|size=180224|ts=2001-08-11|b3sum=1334cea12172181f833b79e79758503967391199bd2aea563b6dab3310471b20
